UMAP1,UMAP2,program_type,cluster2,cluster3,cluster4
5.5324845,4.2148304,0,1,2,1
7.7888155,5.3380456,0,1,1,1
4.836319,4.0055695,1,1,2,1
5.76129,2.5229962,0,1,1,0
7.4229727,3.9764683,0,1,1,0
8.606743,6.3747306,0,1,1,1
7.985893,3.915465,0,1,1,0
7.787695,7.2183285,1,1,1,0
5.7242236,4.6501184,1,1,1,1
6.07571,5.4929953,0,0,0,0
5.754084,3.2930393,1,1,1,1
5.003266,6.8863072,1,0,0,3
6.3206244,1.7754027,0,1,1,1
4.680521,6.719544,0,0,0,2
7.2136316,2.7712545,0,1,1,0
5.914896,5.1417975,0,1,1,0
5.4912643,5.4455237,1,0,2,2
4.407509,4.93792,1,1,2,2
7.410497,3.7287083,0,1,1,0
4.9108353,7.310774,0,0,2,2
8.11361,0.5648238,0,1,1,1
6.5879703,4.211401,1,1,1,0
7.9956627,6.653685,0,0,0,2
4.592184,5.8730397,0,0,2,2
7.5560575,7.335403,0,1,1,0
6.1332316,2.693042,0,1,1,1
6.903745,2.4996486,0,1,1,1
6.9102187,3.7243538,0,1,1,0
4.46336,4.1828747,0,0,2,2
4.1713057,5.740006,1,0,0,3
9.386953,6.460329,0,1,2,2
6.581211,3.034479,1,1,1,0
5.9827175,2.9573412,1,1,1,1
7.528533,4.571647,1,1,1,0
8.666293,5.5917726,0,1,1,0
6.952248,6.1977763,1,0,0,3
5.2837353,5.9744563,1,0,0,3
4.4668436,6.649709,0,0,2,2
8.163331,6.1667767,1,0,2,2
5.934098,1.898575,0,1,1,1
7.0573215,3.1479976,0,1,2,1
7.431022,6.5881696,0,0,0,3
5.134264,4.082738,1,0,0,3
7.378627,3.880671,0,1,1,0
4.2556787,7.3553057,1,0,0,3
8.17969,8.063335,0,0,0,3
8.100812,3.9085698,1,1,1,0
5.657853,4.876771,1,1,1,1
7.9447727,6.5430865,0,0,0,3
4.829401,6.697342,0,0,0,3
7.272997,3.7705264,0,1,1,1
7.9454756,6.401263,1,0,2,2
8.665042,7.228279,1,0,0,2
4.3500166,5.8674607,0,0,2,2
7.8281503,3.200482,0,1,1,1
4.2285037,4.601331,1,0,0,3
5.5756593,2.9618096,1,1,2,2
9.16485,6.8926616,1,0,0,3
9.066128,7.0209336,1,0,0,3
6.519593,2.6633725,1,1,2,1
5.882208,6.152093,0,0,0,3
9.389874,7.3076286,1,0,0,3
9.224433,6.318723,0,1,2,2
5.9857745,6.000551,1,0,0,3
5.357035,5.1471834,0,0,2,2
5.9142222,6.154215,1,0,0,3
8.453794,6.4842286,1,0,2,2
4.8170724,6.2986245,0,0,0,3
8.822831,7.1056814,0,0,0,3
6.0988135,6.215543,0,0,0,3
5.743407,3.065273,0,1,1,0
6.807263,5.0407133,1,0,0,0
8.987117,6.411685,0,0,2,2
8.172116,3.7998092,0,1,1,1
7.7484865,3.5147235,1,1,1,0
6.438093,2.0669472,0,1,1,1
7.358823,3.9279442,0,1,1,0
3.3981252,5.013693,0,0,2,2
7.026188,2.8877301,0,1,1,1
5.044182,6.057676,1,0,2,2
7.5233636,6.8443785,0,1,1,0
6.362248,6.1093574,0,0,0,3
6.334883,4.9747624,0,1,2,2
6.117841,4.753883,0,0,0,0
6.845645,2.8794115,0,0,2,0
5.6589494,6.479082,1,0,0,3
8.557693,5.7657275,0,1,1,0
5.885351,2.6800714,0,1,1,0
7.968688,7.6271377,1,1,1,0
8.777118,7.67385,1,0,2,2
6.2730103,4.009182,1,1,2,1
6.979904,3.9288676,1,1,1,1
5.7389174,3.018975,0,1,1,0
6.1528044,3.3797069,0,1,1,1
6.1268616,1.7694764,0,1,1,1
6.9185467,2.4390206,0,1,1,0
4.167982,7.3570776,1,0,0,3
9.174056,6.3537984,0,0,2,0
5.9058714,6.7099276,1,0,0,3
6.9433475,2.3758187,0,1,1,1
7.5711493,3.0842414,0,1,1,1
4.616093,3.96495,0,0,2,2
3.7624557,6.456097,1,0,0,3
3.8299856,5.5482364,1,0,0,3
5.6759005,4.1612353,0,1,2,1
7.5948086,4.223128,1,1,1,0
9.213975,6.10246,1,0,2,2
7.2940774,6.5374947,1,0,0,3
5.3456006,6.526655,0,0,0,3
6.8756785,4.9756455,0,1,1,0
5.286169,8.391552,0,1,1,1
4.16334,6.959556,1,0,0,3
8.592594,7.375938,0,0,0,3
5.6440845,6.8830786,1,0,0,3
8.99981,7.8285127,1,0,2,2
4.8423386,3.6945674,1,0,2,2
6.4317265,4.2707796,0,1,1,1
8.563694,7.0874987,1,0,0,3
3.6882565,5.123018,0,0,0,2
9.017462,8.010377,1,0,0,3
8.933453,7.9921813,0,0,0,3
7.9527106,5.276853,0,1,1,1
7.7481685,7.111559,0,0,0,0
6.3574686,2.666113,0,1,2,1
5.9954004,6.849181,0,0,0,3
5.017299,6.292545,1,0,0,2
9.005338,7.6529408,0,0,0,3
4.8862824,4.380012,1,0,2,2
5.4578424,3.4869504,1,1,2,2
6.6456494,5.312078,0,1,1,0
8.277797,7.843391,1,0,0,3
7.3426156,2.2631304,1,1,1,1
3.692395,5.126573,0,0,0,3
8.547566,6.817668,1,0,0,3
4.9034867,6.9804296,0,0,0,3
7.5825047,6.511324,1,0,0,3
6.1651454,4.8642287,0,0,0,3
5.663717,3.4015725,0,1,1,1
8.60825,5.8458447,0,1,1,0
4.938567,4.786022,1,0,2,2
5.2758293,8.374395,1,0,0,3
6.215779,2.858713,1,1,1,1
8.1619835,6.519163,1,0,0,3
4.12223,5.2849092,0,0,0,3
6.960202,4.194045,1,0,0,3
6.04246,6.562555,1,0,0,2
4.462042,4.761159,1,0,2,2
3.2815979,5.9176054,1,0,0,3
5.7967286,6.4067893,1,0,0,3
5.1735625,6.570271,0,0,2,2
6.178524,4.014819,0,1,1,1
6.0353665,5.499884,0,0,0,3
7.4632635,2.3266509,0,1,1,1
5.8175497,4.474478,1,0,2,2
5.6733522,5.098004,1,0,2,2
5.078934,8.265356,1,0,2,2
4.993437,6.35499,0,0,0,2
5.2648134,6.553199,0,0,0,3
6.0386834,3.5668647,0,1,1,1
5.3358717,6.577646,0,0,0,2
8.243551,7.7245383,0,1,1,0
4.3711057,7.411257,0,0,2,2
7.0859027,3.3762546,1,1,1,0
8.103419,3.6629148,0,1,1,1
6.025826,4.265515,1,1,1,0
6.4611764,2.772909,0,1,1,1
5.29998,7.0498586,1,0,0,3
5.805219,5.319343,0,0,0,2
7.65556,2.9556859,0,1,1,1
6.940897,3.2194169,0,1,1,1
9.092401,5.672415,0,1,1,1
5.8724904,1.797226,1,1,1,0
5.108132,8.141857,1,0,2,2
5.441908,2.788055,0,1,1,1
4.5772753,3.981087,1,0,2,2
7.1803236,6.4119964,0,0,0,0
6.7796054,2.8706875,0,1,1,0
7.34424,2.444917,0,1,1,1
5.971899,6.883194,1,0,0,3
9.09348,6.2305417,0,1,1,1
5.1808314,6.1719804,0,0,2,2
6.4037857,5.0746245,1,0,2,2
5.199727,8.301419,1,0,0,3
5.63005,2.9174664,0,1,1,1
4.3145695,5.505258,1,0,0,3
7.9341025,3.8678112,0,1,1,1
5.643741,3.7882195,0,1,2,1
6.68833,4.48161,0,0,2,2
4.910034,5.953029,1,0,2,2
4.4519076,5.455869,0,1,2,2
4.7401304,6.7340884,0,0,0,2
7.5740438,6.0695868,1,1,1,0
7.979946,7.006221,0,1,1,0
6.131334,5.42918,0,0,0,3
8.324711,6.786737,0,1,2,2
9.342839,7.209679,1,0,0,3
5.8902884,6.645208,1,0,0,3
9.3064575,6.3727145,0,0,2,2
5.9174414,5.9651103,1,0,0,3
7.9643583,8.211163,1,0,0,3
5.2230783,7.8036647,1,0,0,3
9.2248335,5.970992,1,1,1,0
6.5867405,3.8696146,0,1,1,1
5.7438035,2.3922381,0,1,1,1
5.1170573,7.5413914,1,0,0,3
4.6530128,4.697219,1,0,2,2
4.8746004,7.809859,1,0,0,3
4.7580185,7.3445616,1,0,0,3
6.184992,5.5217915,1,0,2,2
7.745741,5.91338,0,1,1,1
8.093019,6.127073,1,1,2,2
6.17053,6.6427574,1,0,0,2
4.1752434,6.269221,1,0,0,3
4.5731735,6.5193796,0,0,2,2
6.122727,5.5107346,1,1,1,0
5.5250897,6.7931433,0,0,2,2
6.6836905,2.6020658,0,1,1,1
5.6377764,4.2149334,1,1,1,0
6.4343033,1.8046203,1,1,1,1
6.6248674,2.8453333,0,1,1,0
9.038346,6.4990478,0,1,1,1
5.127808,4.8386374,1,1,1,0
4.2441216,5.4701962,1,0,0,3
4.792059,4.6987915,1,1,1,0
6.18008,2.0697784,1,1,1,1
8.919315,6.8191333,1,0,0,3
5.4050303,6.1059666,1,0,0,2
8.147222,6.901011,0,1,1,0
5.316808,5.7058578,0,0,0,3
5.3008003,3.3344765,0,1,1,1
5.9359975,4.1736035,1,0,2,2
5.5667405,2.26767,0,1,1,1
4.9859924,4.30483,0,0,0,3
5.2458844,8.418046,0,1,1,0
7.3849773,3.3168411,0,1,1,0
8.19099,7.7043543,1,0,2,2
7.395361,4.457803,0,1,1,0
9.012583,6.7388353,0,1,1,0
7.40905,6.2914047,0,1,1,0
6.168032,4.3858256,0,1,2,2
4.680712,7.1000333,1,0,0,3
7.6673064,6.449117,1,1,1,1
6.514792,2.073763,1,1,1,1
5.1668167,8.291892,1,1,1,1
3.0307288,3.6865997,0,1,1,1
6.7027493,6.173338,1,0,0,3
8.164928,7.257517,1,0,0,2
3.8659701,4.8491435,1,0,0,2
6.970093,4.11092,0,0,0,2
7.0081325,3.8297133,0,1,1,0
5.189063,4.076866,0,0,2,2
6.1750083,2.4419718,0,1,1,1
6.1987786,6.3428245,1,0,0,3
6.605176,5.6050706,1,1,1,0
7.288669,2.7637928,0,1,1,0
9.395532,7.443398,1,0,0,3
5.0456247,8.444825,1,0,0,3
4.1261225,6.06442,0,1,2,2
8.511018,7.934387,0,0,0,2
5.9297733,6.466033,1,0,0,3
7.1733503,3.9454894,0,1,1,1
4.5303125,6.0808644,0,0,2,2
7.4853563,5.017046,0,1,1,1
8.008555,7.7985315,1,1,1,0
5.8680425,3.9369786,1,0,2,2
5.5252237,7.396874,0,1,1,0
4.3975577,6.1202254,1,0,0,3
8.032439,4.2046065,1,1,1,0
8.162536,3.9656367,0,1,2,2
5.2409368,5.536458,1,0,2,2
4.91762,6.4589815,1,0,2,2
7.3294835,4.843998,1,1,1,0
5.1230726,8.443789,0,1,1,0
4.772174,5.9916716,0,0,2,2
5.567147,3.522228,0,0,2,0
5.5512924,2.337871,0,1,1,1
7.9994717,8.028669,1,0,0,2
5.239483,4.5952973,1,1,1,0
5.3059387,6.9467916,1,0,0,3
7.928417,5.7923265,1,0,2,2
5.948722,6.6096635,1,0,0,2
7.660078,7.0659313,1,0,0,3
6.733605,2.3065526,0,1,1,1
5.379697,6.614349,0,0,0,3
6.496002,4.149926,0,1,1,1
8.598518,6.8762116,1,1,1,0
6.3704567,4.695439,1,0,2,2
6.286722,3.8782337,0,0,0,3
6.5193157,5.6449533,0,1,1,0
9.04263,5.9849396,0,1,1,1
5.8942347,3.963227,0,1,2,2
7.953975,6.830523,1,0,0,3
5.161885,4.080073,1,1,1,0
9.234107,6.2530336,0,1,1,1
9.146154,6.6637597,1,1,1,0
4.821561,7.0126166,0,0,0,3
4.775078,5.2349215,0,0,2,2
5.916255,4.226427,0,1,2,1
6.182571,3.1370733,0,1,1,1
5.095813,6.6958346,1,0,0,2
6.118227,3.9339452,0,1,2,1
7.8970103,3.7356768,0,0,2,2
7.695023,3.9915066,0,1,1,0
6.213953,1.917509,0,1,1,1
7.8581095,7.950214,0,0,0,0
4.947918,5.408911,0,0,0,3
3.9059434,5.3676863,0,0,2,2
7.4817514,3.1351886,0,1,1,1
8.368718,6.9887586,0,0,0,2
5.3689704,6.1566334,1,0,0,2
6.8717265,4.156249,0,1,1,1
5.6294293,6.4079695,1,0,0,2
5.9551024,3.0472806,1,1,1,1
7.0871625,2.74842,0,1,1,1
6.900337,3.9294899,0,1,1,1
7.1974955,6.184519,0,1,1,0
8.520227,5.7970467,0,1,1,2
7.2263885,4.1895576,0,1,1,1
8.83754,7.313267,0,0,0,3
6.919139,3.6721764,0,1,1,1
8.609889,6.030698,1,1,2,1
7.0209923,3.5558517,0,1,1,0
5.5366573,3.9219043,0,1,2,2
7.802453,4.3956876,0,1,1,0
6.534611,1.7930821,0,1,1,0
6.340804,3.6613677,1,1,2,1
5.4318285,5.264687,0,1,1,1
8.392528,6.8361,0,0,0,3
4.190765,5.610784,0,0,2,2
5.2289014,6.4813633,1,0,2,2
6.5272017,3.2596147,0,1,2,1
5.774316,2.4661689,0,1,1,1
5.9929037,7.685517,0,0,0,3
8.105015,6.1631846,1,0,2,2
7.7702804,6.510938,0,0,2,2
6.641435,4.143594,0,1,1,1
6.5480127,5.5132303,0,1,1,0
7.3198657,4.925115,0,1,1,1
6.184386,3.9207067,0,1,2,1
7.2048793,2.270594,0,1,1,1
6.649725,3.525675,0,1,1,1
4.2759337,7.369103,1,0,0,3
4.397667,7.3669944,1,0,0,2
4.9891853,8.113898,1,0,0,3
4.9131613,7.546428,0,0,0,3
8.057545,5.9304132,0,1,2,2
4.3801136,7.5610323,1,0,0,3
6.222464,6.1751547,1,0,0,3
8.066723,5.6141634,0,0,0,2
6.2645907,3.7566326,0,0,2,2
7.6336246,8.187948,0,0,0,3
5.2294483,6.4846015,0,0,2,2
4.054267,5.2434893,0,0,0,3
5.833934,2.467429,0,1,1,1
5.944431,3.441523,1,1,1,1
5.034656,6.231018,0,0,2,2
4.6182027,7.911719,1,0,0,3
5.275603,4.111829,1,0,0,3
6.292546,4.4112463,0,0,0,3
4.955089,4.438594,1,1,2,2
4.704327,7.038057,1,0,0,3
4.6171794,7.903545,1,0,0,3
5.2089458,2.9353695,0,1,1,1
4.5379925,7.23609,1,0,0,3
4.6257787,7.880763,0,0,0,3
5.091606,4.32466,1,0,2,2
4.6937733,7.9687147,0,0,0,3
5.9613776,5.376542,0,0,0,3
6.417579,6.084864,1,0,0,3
2.7550032,5.6981473,0,0,0,2
7.377474,6.356133,0,1,1,0
7.5450745,4.306875,0,1,1,0
4.255431,5.3984933,0,0,2,2
7.42184,3.3617754,0,0,0,0
8.662442,6.1882052,0,1,1,1
7.088951,2.4279838,0,1,1,1
7.2017775,2.9527671,0,1,1,0
5.325164,3.9842455,0,0,2,2
8.20087,7.5933447,0,0,0,3
3.8415983,4.8221126,0,0,2,2
6.9814196,2.404401,0,1,1,0
8.594372,8.053454,0,0,0,3
8.328586,8.318187,0,0,0,3
8.363986,7.9675345,0,0,0,3
6.0210285,5.6291466,0,0,2,2
3.9181807,5.8968663,0,0,2,2
3.5131724,6.486654,0,0,0,3
4.3354397,6.1381745,0,0,0,3
4.059389,6.2622733,0,0,0,3
8.100242,6.3334355,0,0,2,2
5.612565,7.6179748,0,0,0,3
5.692929,7.709235,0,0,0,3
5.9909234,7.916081,0,0,0,3
5.946951,7.8557663,0,0,0,3
2.8361561,5.6534066,0,0,2,2
2.8766387,5.7349625,0,0,2,2
2.8350527,5.6882896,0,0,2,2
2.9336693,5.85791,0,0,0,2
8.605273,6.594529,0,1,1,0
4.218047,5.951885,0,0,0,3
7.2040997,4.3878984,0,1,1,0
3.395789,6.214986,0,0,0,3
7.6116614,2.4557648,0,1,1,0
4.121521,4.986978,0,0,0,3
5.668961,7.5589185,0,0,0,3
6.6538057,5.047914,0,0,0,3
3.7450995,4.2896485,0,1,1,0
6.9260273,6.52411,0,1,1,0
7.091655,6.3586817,0,1,1,0
4.748762,5.8801374,0,0,0,3
6.0519466,7.9718795,0,0,0,3
3.9353437,6.4331756,0,0,2,2
5.5548997,6.598845,0,0,0,3
7.3191304,6.3315034,0,1,1,0
6.0125585,7.263476,0,0,0,3
6.983616,7.0924954,0,0,0,2
3.3030202,4.517735,0,0,0,2
8.395892,6.107893,0,1,1,1
7.012099,7.123933,0,0,0,3
3.181084,6.3246484,0,0,0,3
3.428524,6.095142,0,0,0,3
3.7211962,4.6792765,0,0,2,2
4.6927247,3.8673522,0,0,2,2
7.7069097,4.7236834,0,0,0,3
3.653623,4.6576467,0,0,2,2
7.72036,4.610744,0,0,0,0
3.3610482,5.900908,0,0,0,3
5.250922,7.28651,0,0,0,3
6.050122,6.6166825,0,0,0,3
5.9674826,6.701035,0,0,0,3
4.1432233,6.1527042,0,0,0,3
8.362529,7.8592544,0,0,0,3
5.573502,7.228764,0,0,0,3
7.3013887,7.123373,0,0,0,3
6.041233,7.8822803,0,0,0,3
4.6890917,5.3384767,0,0,0,3
2.92085,5.5572767,0,0,0,3
2.810326,5.6378,0,0,0,3
3.242013,6.1250186,0,0,0,3
2.9265459,5.5802035,0,0,0,3
5.8541837,7.8964252,0,0,0,3
5.854487,7.8562884,0,0,0,3
3.793813,6.070085,0,0,0,3
3.968723,5.5078206,0,0,0,3
3.7568052,4.0634933,0,1,1,0
5.0730386,5.4274087,0,0,0,0
5.893799,3.7921891,0,1,2,2
4.04924,5.2962523,0,0,0,3
8.022854,6.311505,0,0,2,2
3.4909644,4.093544,0,1,1,0
4.152958,6.3537664,0,0,0,3
3.2483773,6.309414,0,0,0,3
6.023022,7.9164705,0,0,0,3
6.9520564,7.0320573,0,0,0,2
6.967001,7.083124,0,0,0,2
8.314629,7.1673074,0,0,0,3
6.304823,6.111866,0,0,2,2
6.0034533,7.928189,0,0,0,3
3.7737443,4.34551,0,1,1,1
4.532687,3.6797285,0,1,1,1
3.148031,6.306495,0,0,0,3
6.7645206,6.2848,0,0,0,0
3.1781502,6.213338,0,0,0,3
6.4713817,4.6850643,0,0,2,2
4.1125154,5.951345,0,0,2,2
7.3070207,7.1668777,0,0,0,0
5.750757,3.740224,0,1,1,1
5.648603,3.810366,0,1,1,1
5.004665,3.5459352,0,1,1,1
5.3559585,5.5136595,0,0,0,3
2.8111496,5.70349,0,0,0,2
5.2386894,3.0377645,0,1,1,1
3.036134,5.4612164,0,0,0,2
3.2639418,6.032027,0,0,0,3
5.2381806,7.3196206,0,0,0,3
7.2118707,6.5195103,0,1,1,0
5.1474257,7.3523717,0,0,0,3
5.1472435,7.3011155,0,0,0,3
4.605324,5.5395274,0,1,2,2
8.354013,7.404913,0,1,1,0
3.304798,6.232637,0,0,0,3
7.532112,7.4824877,0,0,0,0
3.344146,5.53355,0,0,0,3
4.4469385,7.1901164,0,0,0,3
5.63108,6.9863534,0,0,0,3
3.2946246,6.1347795,0,0,0,2
7.6835856,6.70198,0,0,0,3
7.484422,6.655664,0,0,0,3
3.682282,6.2255263,0,0,0,3
4.4904404,5.8256607,0,0,0,3
3.8192365,5.813515,0,0,2,2
4.976632,6.396296,0,0,0,3
4.810636,6.996844,0,0,0,3
7.254295,5.545635,0,1,1,1
5.458799,5.442712,0,1,1,1
5.1336317,3.5652835,0,1,1,1
3.2844973,6.1622972,0,0,0,3
4.7012453,5.531074,0,0,2,2
3.2216778,6.2738853,0,0,0,3
4.550086,6.1201153,0,0,0,3
3.2045429,6.270746,0,0,0,3
3.6985931,5.605163,0,0,0,3
3.4681451,5.7936144,0,0,2,2
3.3564856,5.7597747,0,0,2,2
3.2636707,5.592289,0,0,2,2
3.3957615,5.603015,0,0,2,2
3.2760653,5.5400233,0,0,0,2
3.3998063,5.5096836,0,0,0,2
5.195208,7.3767757,0,0,0,3
4.219336,6.164365,0,0,0,3
3.1861727,6.26251,0,0,0,3
5.212345,7.3540306,0,0,0,3
4.5515556,7.108376,0,0,0,3
6.969193,7.103774,0,1,1,1
5.0808964,7.41455,0,0,0,3
7.054744,7.1374,0,1,1,0
3.2852032,5.965604,0,0,0,3
5.9209304,6.244369,0,0,0,0
6.16843,6.67371,0,0,0,3
5.0401397,5.194825,0,0,0,3
6.9695044,4.866353,0,0,0,0
6.2131166,3.375836,0,1,2,2
7.93769,7.8269672,0,1,1,0
7.582232,3.0620327,0,1,1,1
7.0233474,6.21453,0,0,0,3
6.406011,6.0787477,0,0,0,3
6.914014,4.0307565,0,1,1,0
5.985124,2.8375568,0,1,1,1
4.316712,6.4500003,0,0,0,3
3.900244,6.409614,0,0,0,2
3.4850495,6.004999,0,0,0,3
3.5855105,6.1553707,0,0,0,3
4.40804,6.7353077,0,0,0,3
6.013626,6.459199,0,0,0,2
4.882104,7.082235,0,0,0,3
4.2713356,6.7872696,0,0,0,3
3.4264705,6.0813107,0,0,0,3
4.5310144,4.922742,0,0,0,3
7.2261276,4.537706,0,1,1,1
4.05679,5.0638056,0,0,0,3
3.6262066,5.8717947,0,0,0,3
5.486405,6.347857,0,0,0,3
5.0454173,5.1254296,0,0,0,3
5.749179,7.039404,0,0,0,0
8.764957,6.5965314,0,0,1,0
5.9602675,3.4013913,0,1,1,0
6.9746575,3.986081,0,0,2,2
6.2451954,5.6653833,0,1,1,0
6.1157827,6.6031485,0,0,0,3
7.2686286,4.316122,0,0,0,3
2.7344584,5.6683707,0,0,0,2
4.7862816,6.373771,0,0,0,2
7.2992673,3.4150097,0,1,1,1
5.811897,5.4704814,0,0,0,3
5.8204517,5.4965277,0,0,0,3
9.314676,6.061623,0,1,1,1
6.0132027,4.1327877,0,1,2,1
7.861182,8.09882,0,0,0,3
6.2538147,3.608924,0,0,2,2
7.50175,7.4981313,0,0,2,2
3.395203,6.028962,0,0,0,3
6.993099,5.017857,0,1,1,0
6.960897,2.0957534,0,1,1,1
5.368839,5.6908755,0,0,0,3
6.8915515,4.402501,0,1,2,2
7.6969137,4.091243,0,1,1,0
6.807738,2.9452798,0,1,1,1
9.004049,6.281184,0,1,1,1
8.641393,7.66866,0,0,0,3
